Player_Name,Team,Matches,Tournaments,Goals,Own_Goals,Yellow_Cards,Red_Cards,Times_Suspended,Times_Captain,Times_Starter,Times_Sub,Penalties_Scored,Missed_Penalties,Goals_Per_Match,Cards_Per_Match
Antonio DE LA CRUZ,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Antonio MUNGUIA,Mexico,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Antonio MOTA,Mexico,7,2,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Antonio MAQUILON,Peru,2,1,0,0,0,0,0,1,1,1,0,0,0.0,0.0
Antonio MACEDA,Spain,10,2,0,0,0,0,0,0,1,9,0,0,0.0,0.0
Antonio JULIANO,Italy,12,3,0,0,0,0,0,0,0,12,0,0,0.0,0.0
Antonio JASSO,Mexico,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Antonio GUZMAN,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Antonio FLORES,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Antonio DI GENNARO,Italy,4,1,0,0,1,0,0,0,3,1,0,0,0.0,0.25
Antonio DE LA TORRE,Mexico,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Anibal TARABINI,Argentina,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Anibal ALZATE,Colombia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
BECKELES,Honduras,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Angelo SORMANI,Italy,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Andreas MOELLER,West Germany,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Andreas KUPFER,Germany,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Andreas KOEPKE,West Germany,12,2,0,0,0,0,0,0,0,12,0,0,0.0,0.0
Andreas HERZOG,Austria,6,2,0,0,1,0,0,0,4,2,1,0,0.0,0.167
Andreas HERAF,Austria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Andrea CARNEVALE,Italy,7,1,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Andre VAN DE WEYER,Belgium,2,2,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Andre TASSIN,France,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Andre STRAPPE,France,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Andre SAEYS,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Andre OOIJER,Netherlands,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Andre NEURY,Switzerland,7,2,0,0,0,0,0,0,7,0,0,0,0.0,0.0
Andre LEROND,France,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Andre KANA-BIYIK,Cameroon,8,2,0,0,3,1,1,0,4,4,0,0,0.0,0.5
Andre GROBETY,Switzerland,6,2,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Andre CHORDA,France,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Andras TOTH,Hungary,3,1,0,0,0,0,0,0,0,3,1,0,0.0,0.0
Andras TOROCSIK,Hungary,6,2,0,0,1,1,1,0,4,2,0,0,0.0,0.333
Andranik ESKANDARIAN,Iran,3,1,0,1,2,0,0,0,2,1,0,0,0.0,0.667
Andoni ZUBIZARRETA,Spain,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Anders RYDBERG,Sweden,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Anders LINDEROTH,Sweden,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Anders LIMPAR,Sweden,10,2,0,0,0,0,0,0,2,8,0,0,0.0,0.0
Andreas REISINGER,Austria,3,1,0,0,1,0,0,0,0,3,0,0,0.0,0.333
Andrei BARBULESCU,Romania,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Andrei PIATNITSKI,Russia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Andy GORAM,Scotland,6,2,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Angelo DI LIVIO,Italy,5,1,0,0,1,0,0,0,1,4,0,0,0.0,0.2
Angel MELOGNO,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Angel LABRUNA,Argentina,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Angel COMIZZO,Argentina,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Angel BOSSIO,Argentina,5,1,0,0,0,0,0,1,3,2,0,0,0.0,0.0
Angel BERNI,Paraguay,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Angel BARGAS,Argentina,6,1,0,0,1,0,0,0,3,3,0,0,0.0,0.167
Anfilogino GUARISI,Italy,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Andy TOWNSEND,Ireland,9,2,0,0,0,0,0,4,9,0,0,0,0.0,0.0
Andy PICHLER,Austria,5,1,0,0,1,0,0,0,1,4,0,0,0.0,0.2
Andy EGLI,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Andrei ZHELYAZKOV,Bulgaria,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Andrzej ZGUTCZYNSKI,Poland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Andrzej PALASZ,Poland,11,2,0,0,1,0,0,0,1,10,0,0,0.0,0.091
Andrzej IWAN,Poland,13,2,0,0,0,0,0,0,3,10,0,0,0.0,0.0
Andrzej FISCHER,Poland,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Andrija ANKOVIC,Yugoslavia,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Andrew WILLIAMS,Jamaica,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Andrew AULD,USA,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Andres ESCOBAR,Colombia,7,2,0,1,0,0,0,0,7,0,0,0,0.0,0.0
Andrej PANADIC,Yugoslavia,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Andrej KVASNAK,Czechoslovakia,9,2,0,0,1,0,0,0,7,2,0,0,0.0,0.111
Armand PENVERNE,France,8,2,0,0,0,0,0,1,7,1,0,0,0.0,0.0
Armando CASTELLAZZI,Italy,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Armando GONZALEZ,Paraguay,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Armando MANZO,Mexico,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
BAMBA,Cte d'Ivoire,6,2,0,0,1,0,0,0,3,3,0,0,0.0,0.167
BALDOCHI,Brazil,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
BALBOA,USA,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
BALAKOV,Bulgaria,7,1,0,0,1,0,0,0,7,0,0,0,0.0,0.143
BALABAN,Croatia,6,2,0,0,0,0,0,0,0,6,0,0,0.0,0.0
BAKHTIAR,Iran,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BAK,Poland,3,1,0,0,1,0,0,3,3,0,0,0,0.0,0.333
BAINES,England,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
BAGUI,Ecuador,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BAEZ,Paraguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
BADU,Ghana,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
BADSTUBER,Germany,7,1,0,0,0,0,0,0,2,5,0,0,0.0,0.0
BADRA,Tunisia,3,1,0,0,1,0,0,2,3,0,0,0,0.0,0.333
BADILLA G.,Costa Rica,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
BADELJ,Croatia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BACCA,Colombia,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
BABIC,Croatia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
BABEL,Netherlands,11,2,0,0,0,0,0,0,0,11,0,0,0.0,0.0
BABAYARO,Nigeria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
BABATUNDE,Nigeria,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
B. SERAJ,Iran,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
B. LUNA,Mexico,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
B. ALVES,Portugal,7,2,0,0,0,0,0,0,7,0,0,0,0.0,0.0
BANDEIRINHA,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BANGUERA,Ecuador,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BANNATYNE,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BASANTA,Argentina,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
BEAUCHAMP,Australia,7,2,0,0,1,0,0,0,1,6,0,0,0.0,0.143
BEASLEY,USA,16,4,0,0,2,0,0,0,8,8,0,0,0.0,0.125
BAYA,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BAUMANN,Germany,7,1,0,0,1,0,0,0,0,7,0,0,0.0,0.143
BAUER,Brazil,9,2,0,0,0,0,0,3,8,1,0,0,0.0,0.0
BATISTA,Brazil,12,2,0,0,1,0,0,0,7,5,0,0,0.0,0.083
BATATAIS,Brazil,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
BASZCZYNSKI,Poland,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
BASTA,Serbia and Montenegro,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BASSONG,Cameroon,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
BARZAGLI,Italy,10,2,0,0,0,0,0,0,4,6,0,0,0.0,0.0
BARAJA,Spain,5,1,0,0,2,0,0,0,4,1,0,0,0.0,0.4
BARTHEZ,France,10,2,0,0,0,0,0,0,10,0,0,0,0.0,0.0
BARRY COPA,Cte d'Ivoire,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
BARRY,Cte d'Ivoire,10,2,0,0,0,0,0,0,7,3,0,0,0.0,0.0
BARRON,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
BARRETO,Paraguay,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
BARRANTES M.,Costa Rica,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
BAROS,Czech Republic,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
BARONE,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
BARKLEY,England,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
BARBOSA,Brazil,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
B Y LEE,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
B QU,China PR,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
B K KIM,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Arnost KREUZ,Czechoslovakia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Arturo VAZQUEZ,Mexico,3,1,0,0,1,0,0,3,3,0,1,0,0.0,0.333
Arturo TORRES,Chile,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Arturo FERNANDEZ,Peru,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Arturo FARIAS,Chile,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Arturo CODDOU,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Arturo CHAIREZ,Mexico,6,2,0,0,0,0,0,0,3,3,0,0,0.0,0.0
Arthur NUMAN,Netherlands,7,1,0,0,3,1,1,0,6,1,0,0,0.0,0.571
Arthur ALBISTON,Scotland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Arsene AUGUSTE,Haiti,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Aron WINTER,Netherlands,7,1,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Arnoldo IGUARAN,Colombia,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Asa HARTFORD,Scotland,6,2,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Arnold WETL,Austria,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Arnold BADJOU,Belgium,4,3,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Arnie OLIVER,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Arne SELMONSSON,Sweden,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Arne MANSSON,Sweden,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Arne LINDERHOLM,Sweden,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Arnaldo ORTELLI,Switzerland,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Armando UFARTE,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Armando TOBAR,Chile,9,2,0,0,0,0,0,0,5,4,0,0,0.0,0.0
Armando SEGATO,Italy,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Arvid THOERN,Sweden,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Ashraf KASEM,Egypt,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
B J KIM,South Korea,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Augustin DELEANU,Romania,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Aziz BOUDERBALA,Morocco,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Azeddine AMANALLAH,Morocco,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Aytac KADRI,Turkey,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ayman TAHER,Egypt,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ayman SHAWKY,Egypt,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ayan SADKOV,Bulgaria,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Awwad AL ANZI,Saudi Arabia,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Aurelio GONZALEZ,Paraguay,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Augusto MAGLI,Italy,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Augustine SIMO,Cameroon,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Augustin CHANTREL,France,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Atanas MIKHAILOV,Bulgaria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Augustin BALBUENA,Argentina,6,1,0,0,0,0,0,0,3,3,0,0,0.0,0.0
Auguste HELLEMANS,Belgium,3,2,0,0,0,0,0,0,2,1,0,0,0.0,0.0
August LEHMANN,Switzerland,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Attilio GIOVANNINI,Italy,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Attilio FERRARIS,Italy,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
Attila KEREKES,Hungary,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Attila ABONYI,Australia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Atilio DEMARIA,Argentina,10,2,0,0,0,0,0,0,2,8,0,0,0.0,0.0
Atilio ANCHETA,Uruguay,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Atanas PASHEV,Bulgaria,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
F. RODRIGUEZ,Mexico,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
F. de BOER,Netherlands,12,2,0,0,1,0,0,7,11,1,0,0,0.0,0.083
Kazimir HNATOW,France,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Jakob BENDER,Germany,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Jan MOLBY,Denmark,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Jan LALA,Czechoslovakia,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
Jan KOZAK,Czechoslovakia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jan KOCIAN,Czechoslovakia,5,1,0,0,1,0,0,0,4,1,0,0,0.0,0.2
Jan KARAS,Poland,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Jan JONGBLOED,Netherlands,14,2,0,0,0,0,0,0,11,3,0,0,0.0,0.0
Jan JALOCHA,Poland,7,1,0,0,0,0,0,0,3,4,0,0,0.0,0.0
Jan HERTL,Czechoslovakia,6,2,0,0,0,0,0,0,3,3,0,0,0.0,0.0
Jan HEINTZE,Denmark,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
Jan FURTOK,Poland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Jan FJORTOFT,Norway,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Jan FIALA,Czechoslovakia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jan ERIKSSON,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jan DOMARSKI,Poland,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
Jan DOCKX,Belgium,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jan DIDDENS,Belgium,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Jan BERGER,Czechoslovakia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Jan BARTRAM,Denmark,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
James QUINN,Northern Ireland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
James LOWERY,Canada,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
James HOLTON,Scotland,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Jamal SALAMI,Morocco,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jamal AL QABANDI,Kuwait,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jan MOLLER,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jan OLSSON,Sweden,9,2,0,0,0,0,0,0,6,3,0,0,0.0,0.0
Jan PIVARNIK,Czechoslovakia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jaroslav BOUCEK,Czechoslovakia,7,2,0,0,0,0,0,0,3,4,0,0,0.0,0.0
Javier GUZMAN,Mexico,4,1,0,1,0,0,0,0,4,0,0,0,0.0,0.0
Javier GONZALES,Peru,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Javier CARDENAS,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Javier AGUIRRE,Mexico,5,1,0,0,1,1,1,0,5,0,0,0,0.0,0.4
Jassem BAHMAN,Kuwait,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jason McATEER,Ireland,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Jasem SULTAN,Kuwait,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Jaroslav POLLAK,Czechoslovakia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jaroslav KOSNAR,Czechoslovakia,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Jaroslav BURGR,Czechoslovakia,7,2,0,0,0,0,0,1,4,3,0,0,0.0,0.0
Jaroslav BOROVICKA,Czechoslovakia,10,2,0,0,0,0,0,0,3,7,0,0,0.0,0.0
Jan POORTVLIET,Netherlands,7,1,0,0,0,0,0,0,6,1,0,0,0.0,0.0
Janos GOROCS,Hungary,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Janos DUDAS,Hungary,6,2,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Jan ZLOCHA,Czechoslovakia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jan WOUTERS,Netherlands,9,2,0,0,4,0,0,0,8,1,0,0,0.0,0.444
Jan VERHEYEN,Belgium,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jan URBAN,Poland,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Jan TOMASZEWSKI,Poland,13,2,0,0,0,0,0,0,11,2,0,0,0.0,0.0
Jan STEJSKAL,Czechoslovakia,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Jan RIHA,Czechoslovakia,3,1,0,0,0,1,1,0,2,1,0,0,0.0,0.333
Jan POPLUHAR,Czechoslovakia,10,2,0,0,0,0,0,0,9,1,0,0,0.0,0.0
Jakob STREITLE,Germany,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Jairo ARIAS,Colombia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Javier MARGAS,Chile,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Jaime VILLEGAS,Honduras,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jacek KAZIMIERSKI,Poland,11,2,0,0,0,0,0,0,0,11,0,0,0.0,0.0
Jaap STAM,Netherlands,7,1,0,0,2,0,0,0,7,0,0,0,0.0,0.286
JUVENAL,Brazil,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
JUSTICE,Nigeria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
JURANDIR,Brazil,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
JUNINHO FONSECA,Brazil,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
JUNGWOO,South Korea,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
JULIO CESAR,Brazil,22,4,0,0,1,0,0,0,17,5,0,0,0.0,0.045
JULIO ALBERTO,Spain,5,1,0,0,1,0,0,0,3,2,0,0,0.0,0.2
JUANFRAN,Spain,8,2,0,0,1,0,0,0,4,4,0,0,0.0,0.125
JUANELE,Spain,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
JRGENSEN,Denmark,3,1,0,0,0,0,0,1,3,0,0,0,0.0,0.0
JOSU,Brazil,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
JOSEPHS,South Africa,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
JOSE PEREIRA,Portugal,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
JOSE CARLOS,Portugal,6,1,0,0,0,0,0,0,2,4,0,0,0.0,0.0
JOSE ANTONIO,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
JORGINHO,Brazil,11,2,0,0,2,0,0,0,11,0,0,0,0.0,0.182
JORGENSEN,Denmark,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
JORGE MENDONCA,Brazil,7,1,0,0,1,0,0,0,4,3,0,0,0.0,0.143
JORGE MARTINS,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
JORDI ALBA,Spain,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
JOP,Poland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jacinto BARQUIN,Cuba,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jacinto VILLALBA,Paraguay,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Jack CHARLTON,England,10,2,0,0,0,0,0,0,7,3,0,0,0.0,0.0
Jacques SIMON,France,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Jaime SILVA,Colombia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jaime SALAZAR,Mexico,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jaime RODRIGUEZ,El Salvador,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jaime PORTILLO,El Salvador,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jaime ORDIALES,Mexico,4,1,0,0,1,0,0,0,2,2,0,0,0.0,0.25
Jaime MORENO,Bolivia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jaime GONZALEZ,Colombia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jaime GOMEZ,Mexico,6,2,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Jaime DUARTE,Peru,9,2,0,0,1,0,0,0,9,0,0,0,0.0,0.111
Jacques SONGOO,Cameroon,8,2,0,0,0,0,0,0,3,5,0,0,0.0,0.0
Jacques NGUEA,Cameroon,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Jack KELSEY,Wales,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Jacques MUNARON,Belgium,12,2,0,0,0,0,0,0,1,11,0,0,0.0,0.0
Jacques MOESCHAL,Belgium,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Jacques GRIMONPON,France,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Jacques DUQUESNE,Belgium,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jacques BEURLET,Belgium,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jacob LAURSEN,Denmark,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Jackie SCOTT,Northern Ireland,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
Jackie MILBURN,England,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jackie HENDERSON,Scotland,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Jack REILLY,Australia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Javier HERNANDEZ,Mexico,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Javier TOLEDO,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
JONSON,Sweden,8,2,0,0,1,0,0,0,2,6,0,0,0.0,0.125
Jim GENTLE,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jiri PESEK,Czechoslovakia,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Jiri NEMEC,Czechoslovakia,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Jiri HLEDIK,Czechoslovakia,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Jiri CADEK,Czechoslovakia,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Jimmy STEWARD,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jimmy ROONEY,Australia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jimmy NICHOLL,Northern Ireland,8,2,0,0,0,0,0,0,8,0,0,0,0.0,0.0
Jimmy McILROY,Northern Ireland,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Jimmy MILISAVLJEVIC,Australia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jimmy MACKAY,Australia,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Jimmy JOHNSTONE,Scotland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Jimmy GALLAGHER,USA,4,2,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Jimmy Floyd HASSELBAINK,Netherlands,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
Jimmy DOUGLAS,USA,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Jimmy DICKINSON,England,6,2,0,1,0,0,0,0,6,0,0,0,0.0,0.0
Jimmy DAVIDSON,Scotland,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Jimmy BLYTH,Scotland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
