Player_Name,Team,Matches,Tournaments,Goals,Own_Goals,Yellow_Cards,Red_Cards,Times_Suspended,Times_Captain,Times_Starter,Times_Sub,Penalties_Scored,Missed_Penalties,Goals_Per_Match,Cards_Per_Match
MOSTEFA,Algeria,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
MARCO ABREU,Angola,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MOSS,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MARCO ANTONIO,Brazil,13,2,0,0,0,0,0,0,1,12,0,0,0.0,0.0
MARCOS,Brazil,7,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0
MARCULETA,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
MOSES,Nigeria,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
MORRISON,Ireland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
MARES,Czech Republic,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MARGAIRAZ,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
MARIN,Costa Rica,14,2,0,0,1,0,0,0,3,11,0,0,0.0,0.071
MARIN L.,Costa Rica,3,1,0,0,2,0,0,3,3,0,0,0,0.0,0.667
MARINHO CHAGAS,Brazil,7,1,0,0,1,0,0,0,7,0,0,0,0.0,0.143
MARINHO PERES,Brazil,7,1,0,0,2,0,0,4,7,0,0,0,0.0,0.286
MOZER,Brazil,4,1,0,0,2,0,0,0,2,2,0,0,0.0,0.5
MARCELO,Brazil,7,1,0,1,0,0,0,0,6,1,0,0,0.0,0.0
MPENZA E.,Belgium,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MUHSIN MUSABAH,United Arab Emirates,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
MUNTEANU,Romania,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
MANSOURI,Algeria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MULLIGAN,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MANTORRAS,Angola,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MANUEL DUARTE,Portugal,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
MUKANSI,South Africa,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MUJDA,Bosnia and Herzegovina,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
MUELLER,Switzerland,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
MPENZA M.,Belgium,7,2,0,0,0,0,0,0,2,5,0,0,0.0,0.0
MANZUR,Paraguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MUCHA,Slovakia,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
MARANON,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MTILIGA,Denmark,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MRIO,Angola,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MRDJA,Serbia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MARCELINO,Spain,6,2,0,0,0,0,0,0,4,2,0,0,0.0,0.0
MORISHIGE,Japan,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
MARLIN,South Africa,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MATHIJSEN,Netherlands,11,2,0,0,2,0,0,0,9,2,0,0,0.0,0.182
MARTIM,Brazil,6,2,0,0,0,0,0,4,4,2,0,0,0.0,0.0
MONTERO,Ecuador,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
MARTYN,England,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
MARZOUKI,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MONTELLA,Italy,4,1,0,0,1,0,0,0,0,4,0,0,0.0,0.25
MASCHERANO,Argentina,17,3,0,0,5,0,0,4,16,1,0,0,0.0,0.294
MONTAZERI,Iran,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
MONIWA,Japan,3,1,0,0,1,0,0,0,0,3,0,0,0.0,0.333
MASILELA,South Africa,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
MASOUD. SH,Iran,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
MASSAD,Saudi Arabia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MONDRAGON,Colombia,8,2,0,0,0,0,0,0,3,5,0,0,0.0,0.0
MASTROENI,USA,8,2,0,0,2,1,1,0,5,3,0,0,0.0,0.375
MATAV,Slovenia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MOLINA,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MOLEFE,South Africa,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MOHAMED SALIM,United Arab Emirates,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MATEUS,Angola,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
MONTES,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MONTIEL,Paraguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MONTOLIVO,Italy,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
MORENO,Colombia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
MORIRI,South Africa,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MORIOKA,Japan,4,1,0,0,0,0,0,1,1,3,0,0,0.0,0.0
MARTIN VAZQUEZ,Spain,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
MORINIGO,Paraguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
MORIMOTO,Japan,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
MARTINEZ,Costa Rica,9,3,0,0,1,0,0,0,4,5,0,0,0.0,0.111
MORGAN,Costa Rica,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MOREL R.,Paraguay,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
MOORE,USA,12,3,0,0,3,0,0,0,6,6,1,0,0.0,0.25
MORATO,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MARTINEZ G.,Costa Rica,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
MORAS,Greece,6,2,0,0,0,0,0,0,1,5,0,0,0.0,0.0
MARTINS,Nigeria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
MORALES,Paraguay,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
MORAIS,Portugal,6,1,0,0,0,0,0,0,3,3,0,0,0.0,0.0
MARTINS INDI,Netherlands,7,1,0,0,2,0,0,0,5,2,0,0,0.0,0.286
M. BASTOS,Brazil,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
M. AYOVI,Ecuador,7,2,0,0,0,0,0,1,2,5,0,0,0.0,0.0
Mario SOSA,Cuba,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Milton VIERA,Uruguay,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Miroslav PAVLOVIC,Yugoslavia,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Miroslav KADLEC,Czechoslovakia,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Lobilo BOBA,Zaire,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Miroslav JUSTEK,Poland,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Lorenzo BUFFON,Italy,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
Miroslav DJUKIC,Yugoslavia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mirko STOJANOVIC,Yugoslavia,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Lorenzo CALONGA,Paraguay,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Mircea REDNIC,Romania,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Lorenzo FERNANDEZ,Uruguay,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Mircea LUCESCU,Romania,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
Mircea DAVID,Romania,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Miodrag JOVANOVIC,Yugoslavia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Miodrag BELODEDICI,Romania,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Lorenzo MINOTTI,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Minas HANTZIDIS,Greece,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
Milutin SOSKIC,Yugoslavia,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Miroslav STEVIC,Yugoslavia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ljubomir SPAJIC,Yugoslavia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Miroslaw BULZACKI,Poland,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Modesto DENIS,Paraguay,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Mohamed CHAIB,Algeria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mohamed BEN MOUSSA,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mohamed AKID,Tunisia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mohamed ABDULLAH,United Arab Emirates,3,1,0,0,0,0,0,2,3,0,0,0,0.0,0.0
Mohamed ABDELJAWAD,Saudi Arabia,4,1,0,0,1,0,0,2,4,0,0,0,0.0,0.25
Mogens KROGH,Denmark,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Modesto SORUCO,Bolivia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Mobi OPARAKU,Nigeria,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Ljubisa STEFANOVIC,Yugoslavia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mo JOHNSTON,Scotland,3,1,0,0,1,0,0,0,3,0,1,0,0.0,0.333
Lizardo NUE RODRIGUEZ,Peru,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Ljubinko DRULOVIC,Yugoslavia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mladen VASILEV,Bulgaria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Misael ESCUTI,Chile,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
Mirto DAVOINE,Uruguay,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Mirsad BALJIC,Yugoslavia,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Milutin IVKOVIC,Yugoslavia,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
Lorenzo STAELENS,Belgium,7,2,0,0,1,0,0,0,4,3,0,0,0.0,0.143
Lizardo GARRIDO,Chile,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
Milton MELGAR,Bolivia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Luc VAN HOYWEGEN,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Mike SWEENEY,Canada,3,1,0,0,1,1,1,0,1,2,0,0,0.0,0.667
Mike BURNS,USA,7,2,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Mike BOOKIE,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mikael NILSSON,Sweden,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Luca BUCCI,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Mihaly VASAS,Hungary,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mihaly TOTH,Hungary,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
Luca MARCHEGIANI,Italy,7,1,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Mihaly BIRO,Hungary,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mihai MOCANU,Romania,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Mihai IVANCESCU,Romania,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Miguel TENDILLO,Spain,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Miguel SEGURA,Costa Rica,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Miguel SANTORO,Argentina,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Lucas RADEBE,South Africa,3,1,0,0,2,0,0,3,3,0,0,0,0.0,0.667
Miguel REINA,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mike VERSTRAETEN,Belgium,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Luc MILLECAMPS,Belgium,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Mikhail MESKHI,Soviet Union,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Milorad MILUTINOVIC,Yugoslavia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Milovan JAKSIC,Yugoslavia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Milos SESTIC,Yugoslavia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Lothar KURBJUWEIT,East Germany,6,1,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Lou MACARI,Scotland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Milos HRSTIC,Yugoslavia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Louis CARRE,Belgium,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Louis GOBET,Switzerland,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Louis MFEDE,Cameroon,8,2,0,0,0,0,0,0,7,1,0,0,0.0,0.0
Miklos MOLNAR,Denmark,5,1,0,0,0,1,1,0,0,5,0,0,0.0,0.2
Milorad ARSENIJEVIC,Yugoslavia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Milko GAIDARSKI,Bulgaria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Milan ZEKOVIC,Yugoslavia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Louis VERSYP,Belgium,3,2,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Milan STOJANOVIC,Yugoslavia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Lubomir MORAVCIK,Czechoslovakia,5,1,0,0,2,1,1,0,5,0,0,0,0.0,0.6
Milan ALBRECHT,Czechoslovakia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mohamed EL FILALI,Morocco,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Liviu CIOBOTARIU,Romania,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Mario SOTO,Chile,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Leonel ALVAREZ,Colombia,7,2,0,0,3,0,0,0,7,0,0,0,0.0,0.429
Mustafa DAHLEB,Algeria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Leon SEMMELING,Belgium,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mustafa CHOUKRI,Morocco,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leon VILLA,Colombia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Leonardo ASTRADA,Argentina,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Murtaz KHURTSILAVA,Soviet Union,10,2,0,0,0,0,0,0,6,4,0,0,0.0,0.0
Murdo McLEOD,Scotland,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
Leonardo COSTAGLIOLA,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Muhamed MUJIC,Yugoslavia,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Leonardo CUELLAR,Mexico,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Muepu ILUNGA,Zaire,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Leonardo RODRIGUEZ,Argentina,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
Mubarak MUBARAK,Kuwait,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mourad EL MELKI,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mourad AMARA,Algeria,6,2,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Mounir BOUKADIDA,Tunisia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Mouayad AL HADDAD,Kuwait,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leon JECK,Belgium,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Mustafa EL BIYAZ,Morocco,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Leon GLOVACKI,France,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
N I KIM,South Korea,7,1,0,0,1,0,0,0,5,2,0,0,0.0,0.143
Lennart BUNKE,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
N. ALTEMYAT,Saudi Arabia,6,2,0,0,2,0,0,0,4,2,0,0,0.0,0.333
Lennart LARSSON,Sweden,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
N. ALQADI,Saudi Arabia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
N. AL-TEMIYAT,Saudi Arabia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
N'DJOCK,Cameroon,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Lennart SAMUELSSON,Sweden,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Mwape MIALO,Zaire,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leo WILDEN,West Germany,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mwanza Nel MUKOMBO,Zaire,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mustapha EL HADAOUI,Morocco,7,2,0,0,0,0,0,1,4,3,0,0,0.0,0.0
Mustapha EL CHADILI,Morocco,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mustafa MERRY,Morocco,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Leo EICHMANN,Switzerland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Mustafa KOUICI,Algeria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leo VAN DER ELST,Belgium,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Leonardo VELIZ,Chile,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
Motohiro YAMAGUCHI,Japan,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Mohamed HAZZAZ,Morocco,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Leongino UNZAIN,Paraguay,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
MENA,Chile,4,1,0,0,2,0,0,0,4,0,0,0,0.0,0.5
Lido VIERI,Italy,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Mohammed EL HADDAOUI,Morocco,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ligorio LOPEZ,Mexico,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Lino NESSI,Paraguay,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Linval DIXON,Jamaica,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mohammed AL KHILAIWI,Saudi Arabia,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Mohammad SADEQI,Iran,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mohammad Reza KORBEKANDI,Iran,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Lionel CHARBONNIER,France,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Mohamed TIMOUMI,Morocco,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Mohamed SAMADI,Morocco,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
Mohamed SAHIL,Morocco,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mohamed MAAROUFI,Morocco,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mohamed KARAM,Kuwait,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Lionello MANFREDONIA,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Mohamed KACI SAID,Algeria,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mohsen LABIDI,Tunisia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Lev YASHIN,Soviet Union,19,4,0,0,0,0,0,1,13,6,0,0,0.0,0.0
Leslaw CMIKIEWICZ,Poland,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Momcilo DJOKIC,Yugoslavia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Moshe ROMANO,Israel,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leonid BURYAK,Soviet Union,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Morten WIEGHORST,Denmark,5,1,0,0,1,1,1,0,1,4,0,0,0.0,0.4
Leonid OSTROVSKI,Soviet Union,15,3,0,0,0,0,0,0,6,9,0,0,0.0,0.0
Morten OLSEN,Denmark,4,1,0,0,0,0,0,4,4,0,0,0,0.0,0.0
Moreno TORRICELLI,Italy,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Leonid SHMUTS,Soviet Union,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Leopold BARSCHANDT,Austria,8,2,0,0,0,0,0,0,4,4,0,0,0.0,0.0
Moises JINICH,Mexico,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Mokhtar NAILI,Tunisia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Leopold GERNAEY,Belgium,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Mokhtar HASNI,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Leopold HOFMANN,Austria,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Leopold NEUMER,Germany,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Moises VILLARROEL,Chile,4,1,0,0,2,0,0,0,3,1,0,0,0.0,0.5
Leopoldo VALLEJOS,Chile,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Miguel RAMIREZ,Chile,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
Miguel PARDEZA,Spain,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Miguel OVIEDO,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Luis RAMOS,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Luis MUSRRI,Chile,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mauk WEBER,Netherlands,2,2,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Luis PAZ,Colombia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Matthias SAMMER,Germany,5,1,0,0,0,0,0,0,4,1,0,0,0.0,0.0
Matthias HERGET,West Germany,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
Luis PEREZ,Mexico,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Matt ELLIOTT,Scotland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mats MAGNUSSON,Sweden,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Mats GREN,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Matias GONZALEZ,Uruguay,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Luis RAMALLO,Bolivia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Matias ALMEYDA,Argentina,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Mathias KABUREK,Austria,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Mathias HEIDEMANN,Germany,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Mate FENYVESI,Hungary,12,3,0,0,0,0,0,0,6,6,0,0,0.0,0.0
Masayuki OKANO,Japan,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Masami IHARA,Japan,3,1,0,0,1,0,0,3,3,0,0,0,0.0,0.333
Maurice LAFONT,France,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Maurice MALPAS,Scotland,6,2,0,0,1,0,0,0,5,1,0,0,0.0,0.167
Maurice MARTENS,Belgium,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Luis ISLAS,Argentina,11,2,0,0,0,0,0,0,4,7,0,0,0.0,0.0
Maurizio GAUDINO,Germany,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Maurits DE SCHRIJVER,Belgium,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
Luis GUEVARA MORA,El Salvador,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mauricio SERNA,Colombia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Mauricio RODRIGUEZ,El Salvador,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Mauricio RAMOS,Bolivia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Luis HERRERA,Colombia,7,2,0,0,2,0,0,0,7,0,0,0,0.0,0.286
Luis MAIDANA,Uruguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Luis MOLOWNY,Spain,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Luis MAYANES,Chile,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Mauricio MONTERO,Costa Rica,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Mauricio MANZANO,El Salvador,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Mauricio AROS,Chile,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Mauricio ALFARO,El Salvador,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Maurice SETTERS,England,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Maurice NORMAN,England,8,2,0,0,0,0,0,0,4,4,0,0,0.0,0.0
Marvin OBANDO,Costa Rica,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Luis REGUEIRO,Mexico,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Miguel NEIRA,Chile,3,1,0,0,0,0,0,0,2,1,1,0,0.0,0.0
Luis REYES PENARANDA,Bolivia,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Markus SCHOPP,Austria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Markus BABBEL,Germany,5,1,0,0,1,0,0,0,1,4,0,0,0.0,0.2
Luka PERUZOVIC,Yugoslavia,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
M S LEE,South Korea,7,1,0,0,1,0,0,0,1,6,0,0,0.0,0.143
Mark HATELEY,England,5,1,0,0,1,0,0,0,2,3,0,0,0.0,0.2
Mark FISH,South Africa,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Mark CAUGHEY,Northern Ireland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Marjan MRMIC,Croatia,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
M Y MA,China PR,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
